reserva_cancelada,dias_antelacion,adultos,ninos,bebes,regimen_alimenticio,pais_origen,segmento_mercado,canal_distribucion,cliente_repetido,cancelaciones_previas,reservas_previas_no_canceladas,tipo_habitacion_reservada,tipo_habitacion_asignada,cambios_reserva,tipo_deposito,dias_lista_espera,tipo_cliente,precio_medio_diario,plazas_parking_requeridas,peticiones_especiales_totales,estado_reserva,fecha_estado_reserva,fecha_llegada,noches_estancia
0,0,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,E,F,0,No Deposit,0,Transient,98.67,1,2,Check-Out,2016-02-27,2016-02-29,3
0,0,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,E,A,0,No Deposit,0,Transient,50.0,0,0,Check-Out,2016-02-27,2016-02-29,1
0,47,2,0.0,0,FB,DEU,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,91.0,0,0,Check-Out,2016-02-27,2016-02-22,7
0,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,29.0,0,0,Check-Out,2016-02-27,2016-02-29,3
0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,0,Transient,46.0,1,1,Check-Out,2016-02-27,2016-02-29,2
0,1,1,0.0,0,BB,PRT,Direct,Direct,1,0,1,A,D,0,No Deposit,0,Transient,56.0,1,1,Check-Out,2016-04-27,2016-05-02,1
0,33,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,I,0,No Deposit,0,Transient,0.0,0,2,Check-Out,2016-02-27,2016-02-29,0
0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,29.0,0,1,Check-Out,2016-02-27,2016-02-29,1
0,12,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,64.0,1,1,Check-Out,2016-02-27,2016-02-29,6
0,22,1,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,43.43,0,0,Check-Out,2016-02-27,2016-02-22,7
0,11,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,60.0,0,0,Check-Out,2016-02-27,2016-02-29,1
0,40,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,40.79,0,0,Check-Out,2016-02-27,2016-02-22,7
0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,40.0,0,0,Check-Out,2016-02-27,2016-02-29,1
0,0,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,48.0,0,1,Check-Out,2016-02-27,2016-02-29,1
0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,48.0,0,1,Check-Out,2016-02-27,2016-02-29,1
0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,45.0,0,0,Check-Out,2016-02-27,2016-02-29,1
0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,40.0,0,0,Check-Out,2016-02-27,2016-02-29,1
0,4,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,28.1,0,0,Check-Out,2016-02-28,2016-02-29,4
0,45,1,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,0,Contract,58.0,0,0,Check-Out,2016-02-28,2016-02-22,10
0,10,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,48.0,0,1,Check-Out,2016-02-29,2016-02-29,4
0,73,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,0,Contract,65.0,0,0,Check-Out,2016-02-28,2016-02-15,21
0,10,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient-Party,58.0,0,1,Check-Out,2016-02-28,2016-02-29,3
0,0,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,146.0,1,0,Check-Out,2016-02-28,2016-02-29,1
0,41,1,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,38.0,0,0,Check-Out,2016-02-28,2016-02-29,3
0,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,45.0,0,0,Check-Out,2016-02-28,2016-02-29,1
0,18,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,0,Transient,60.0,0,0,Check-Out,2016-02-28,2016-02-29,1
0,1,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,30.0,0,0,Check-Out,2016-02-28,2016-02-29,2
0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,48.0,0,1,Check-Out,2016-02-28,2016-02-29,2
0,2,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,C,G,0,No Deposit,0,Transient,65.0,0,1,Check-Out,2016-02-28,2016-02-29,1
0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient,50.0,0,1,Check-Out,2016-02-28,2016-02-29,1
0,30,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,48.0,0,2,Check-Out,2016-02-28,2016-02-29,2
0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient,50.0,0,1,Check-Out,2016-02-28,2016-02-29,1
0,3,3,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,0,Transient,108.0,0,1,Check-Out,2016-02-28,2016-02-29,1
0,7,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,101.0,1,0,Check-Out,2016-02-28,2016-02-29,2
0,9,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,68.0,0,1,Check-Out,2016-02-28,2016-02-29,1
0,48,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,30.0,0,0,Check-Out,2016-02-28,2016-02-29,5
0,3,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,95.0,0,2,Check-Out,2016-02-28,2016-02-29,1
0,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,95.0,0,2,Check-Out,2016-02-28,2016-02-29,1
0,10,2,2.0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,141.0,0,0,Check-Out,2016-02-28,2016-02-29,1
0,0,2,0.0,0,BB,FIN,Online TA,TA/TO,1,0,1,D,D,0,No Deposit,0,Transient,58.0,0,0,Check-Out,2016-03-05,2016-03-07,1
0,41,2,2.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,46.5,0,0,Check-Out,2016-02-28,2016-02-29,4
0,23,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,58.0,0,1,Check-Out,2016-02-28,2016-02-29,2
0,10,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,48.0,1,1,Check-Out,2016-02-28,2016-02-29,3
0,10,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,48.0,0,1,Check-Out,2016-02-28,2016-02-29,3
0,19,2,0.0,0,BB,PRT,Complementary,TA/TO,0,0,0,A,F,0,No Deposit,0,Transient,0.0,0,0,Check-Out,2016-02-28,2016-02-29,1
0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,1,No Deposit,0,Transient,90.0,0,1,Check-Out,2016-02-28,2016-02-29,2
0,6,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient-Party,85.0,0,2,Check-Out,2016-02-28,2016-02-29,2
0,6,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient-Party,55.0,0,1,Check-Out,2016-02-28,2016-02-29,2
0,23,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient,38.13,0,1,Check-Out,2016-02-28,2016-02-29,1
0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,27.56,0,1,Check-Out,2016-02-28,2016-02-29,7
0,33,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,0,Transient,66.0,1,2,Check-Out,2016-02-28,2016-02-29,1
0,43,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,0,Transient,50.8,1,1,Check-Out,2016-02-29,2016-02-29,5
0,10,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient-Party,58.0,0,1,Check-Out,2016-02-29,2016-02-29,4
0,28,2,0.0,0,HB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,96.0,0,1,Check-Out,2016-02-29,2016-02-29,7
0,38,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,58.8,1,1,Check-Out,2016-02-29,2016-02-29,8
0,3,1,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient-Party,44.0,0,0,Check-Out,2016-02-29,2016-02-29,2
0,3,1,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient-Party,44.0,0,0,Check-Out,2016-02-29,2016-02-29,2
0,3,1,0.0,0,FB,ESP,Complementary,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient-Party,0.0,0,0,Check-Out,2016-02-29,2016-02-29,2
0,3,2,2.0,0,FB,ESP,Complementary,TA/TO,0,0,0,C,C,1,No Deposit,0,Transient-Party,54.0,0,0,Check-Out,2016-02-29,2016-02-29,2
0,1,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,64.0,0,0,Check-Out,2016-02-29,2016-02-29,2
0,5,2,0.0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,A,E,1,No Deposit,0,Transient,75.81,1,0,Check-Out,2016-02-29,2016-02-15,21
0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,4.0,0,0,Check-Out,2016-02-29,2016-03-07,1
0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,26.0,0,0,Check-Out,2016-02-29,2016-03-07,1
0,11,3,0.0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,108.15,0,1,Check-Out,2016-02-29,2016-02-29,3
0,11,2,0.0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,75.0,0,0,Check-Out,2016-02-29,2016-02-29,3
0,5,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,0,Transient,96.0,1,0,Check-Out,2016-02-29,2016-02-29,2
0,6,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,48.75,1,0,Check-Out,2016-02-29,2016-02-29,8
0,18,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,80.0,0,0,Check-Out,2016-02-29,2016-02-29,2
0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,30.0,0,1,Check-Out,2016-02-29,2016-02-29,2
0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,30.0,0,1,Check-Out,2016-02-29,2016-02-29,2
0,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,37.0,0,1,Check-Out,2016-02-29,2016-02-29,2
0,40,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,32.0,0,0,Check-Out,2016-02-29,2016-02-29,2
0,30,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,48.0,0,1,Check-Out,2016-02-29,2016-02-29,3
0,34,1,0.0,0,FB,JAM,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,49.71,0,0,Check-Out,2016-02-29,2016-02-29,7
0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,46.4,0,0,Check-Out,2016-02-29,2016-02-29,2
0,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,55.0,0,0,Check-Out,2016-02-29,2016-02-29,2
0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,73.0,0,0,Check-Out,2016-02-29,2016-03-07,1
0,11,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,60.0,0,2,Check-Out,2016-02-29,2016-02-29,3
0,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,0,Transient,53.0,0,1,Check-Out,2016-02-29,2016-02-29,2
0,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,109.33,1,1,Check-Out,2016-02-29,2016-02-29,3
0,4,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,E,0,No Deposit,0,Transient,0.0,0,0,Check-Out,2016-02-29,2016-02-29,2
0,14,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,55.0,0,2,Check-Out,2016-02-29,2016-02-29,3
0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,63.0,0,1,Check-Out,2016-02-29,2016-02-29,2
0,18,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient,60.0,0,0,Check-Out,2016-02-29,2016-02-29,2
0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,No Deposit,0,Transient,60.0,0,0,Check-Out,2016-02-29,2016-02-29,2
0,45,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,56.0,0,1,Check-Out,2016-02-29,2016-03-07,1
0,45,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,56.0,0,1,Check-Out,2016-02-29,2016-03-07,1
0,24,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,48.0,0,1,Check-Out,2016-02-29,2016-02-29,3
0,1,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,25.0,0,0,Check-Out,2016-02-29,2016-02-29,3
0,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,29.0,0,0,Check-Out,2016-02-29,2016-02-29,3
0,16,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,48.0,0,1,Check-Out,2016-02-29,2016-02-29,2
0,12,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,48.0,0,1,Check-Out,2016-02-29,2016-02-29,2
0,17,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,60.0,0,0,Check-Out,2016-02-29,2016-02-29,3
0,30,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,48.0,0,3,Check-Out,2016-02-29,2016-02-29,3
0,4,2,0.0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,75.0,0,1,Check-Out,2016-02-29,2016-02-29,3
0,15,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,54.0,1,1,Check-Out,2016-02-29,2016-02-29,2
0,53,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,30.0,0,0,Check-Out,2016-02-29,2016-02-29,3
0,89,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,46.4,0,1,Check-Out,2016-02-29,2016-02-29,4
0,16,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient,48.0,0,0,Check-Out,2016-02-29,2016-02-29,2
0,17,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,44.5,0,0,Check-Out,2016-02-29,2016-02-29,3
0,38,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,54.0,1,0,Check-Out,2016-02-29,2016-03-07,1
0,17,2,0.0,1,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,56.0,0,1,Check-Out,2016-02-29,2016-02-29,3
0,16,2,0.0,0,HB,BRA,Direct,Direct,0,0,0,D,D,1,No Deposit,0,Transient,85.0,0,0,Check-Out,2016-02-29,2016-02-29,2
0,17,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,56.0,0,0,Check-Out,2016-02-29,2016-02-29,3
0,44,3,1.0,0,BB,ESP,Direct,Direct,0,0,0,H,H,2,No Deposit,0,Transient,81.0,0,0,Check-Out,2016-02-29,2016-02-29,2
0,17,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,56.0,0,0,Check-Out,2016-02-29,2016-02-29,3
0,35,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,76.0,0,0,Check-Out,2016-02-29,2016-02-29,3
0,4,2,2.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,C,C,1,No Deposit,0,Transient,88.0,0,1,Check-Out,2016-02-29,2016-02-29,3
0,4,2,1.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,0,Transient,73.0,0,1,Check-Out,2016-02-29,2016-02-29,3
0,9,2,1.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,68.75,0,1,Check-Out,2016-02-29,2016-02-29,2
0,10,2,2.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,85.0,0,0,Check-Out,2016-02-29,2016-02-29,2
0,12,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,48.0,0,2,Check-Out,2016-02-29,2016-02-29,2
0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,51.33,0,2,Check-Out,2016-02-29,2016-02-29,3
0,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient,55.0,0,0,Check-Out,2016-02-29,2016-02-29,2
0,9,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,0,Transient,68.0,0,1,Check-Out,2016-02-29,2016-02-29,2
0,24,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,54.0,1,2,Check-Out,2016-02-29,2016-02-29,3
0,24,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,48.0,0,2,Check-Out,2016-02-29,2016-02-29,3
0,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient,65.0,0,1,Check-Out,2016-02-29,2016-02-29,2
0,7,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,68.0,0,1,Check-Out,2016-02-29,2016-02-29,3
0,53,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,30.0,0,0,Check-Out,2016-02-29,2016-02-29,3
0,8,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,55.44,0,1,Check-Out,2016-02-29,2016-02-29,2
0,8,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,55.44,0,1,Check-Out,2016-02-29,2016-02-29,2
0,42,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,48.0,0,1,Check-Out,2016-02-29,2016-02-29,3
0,102,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,37.0,0,1,Check-Out,2016-02-29,2016-02-29,2
0,91,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,46.4,0,2,Check-Out,2016-03-01,2016-02-29,5
0,28,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,25.0,0,0,Check-Out,2016-03-01,2016-02-29,7
0,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,43.0,0,0,Check-Out,2016-03-01,2016-03-07,1
0,38,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,0,Transient,76.47,1,2,Check-Out,2016-03-01,2016-02-29,3
0,23,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,25.0,0,0,Check-Out,2016-03-01,2016-03-07,1
0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,30.0,0,0,Check-Out,2016-03-01,2016-03-07,2
0,5,2,0.0,0,BB,PRT,Direct,TA/TO,1,0,1,A,D,0,No Deposit,0,Transient,44.0,0,0,Check-Out,2017-01-07,2017-01-02,3
0,12,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,36.1,0,1,Check-Out,2016-03-01,2016-02-29,3
0,29,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,29.0,0,1,Check-Out,2016-03-01,2016-02-29,4
0,3,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,68.75,0,0,Check-Out,2016-03-01,2016-02-29,4
0,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,43.0,0,0,Check-Out,2016-03-01,2016-03-07,1
0,18,3,0.0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,99.0,0,1,Check-Out,2016-03-01,2016-02-29,3
0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient,0.0,0,0,Check-Out,2016-03-02,2016-03-07,0
0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,0,Transient,35.0,0,0,Check-Out,2017-02-16,2017-02-13,1
0,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,D,0,No Deposit,0,Transient-Party,45.0,0,0,Check-Out,2017-04-28,2017-04-24,1
0,58,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,57.8,0,0,Check-Out,2016-03-02,2016-02-29,5
0,9,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,34.4,0,1,Check-Out,2016-03-02,2016-03-07,3
0,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,0,Transient,30.0,0,0,Check-Out,2016-03-02,2016-03-07,2
0,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,D,D,0,No Deposit,0,Transient,67.0,0,0,Check-Out,2016-03-23,2016-03-28,1
0,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,D,D,0,No Deposit,0,Transient,63.0,0,0,Check-Out,2016-05-04,2016-05-09,1
0,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,D,0,No Deposit,0,Transient,30.0,0,0,Check-Out,2016-11-29,2016-12-05,1
0,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,4,A,A,0,No Deposit,0,Transient,35.0,0,0,Check-Out,2017-01-19,2017-01-16,1
0,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,5,A,D,0,No Deposit,0,Transient,35.0,0,0,Check-Out,2017-01-24,2017-01-23,1
0,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,6,A,D,0,No Deposit,0,Transient,35.0,0,0,Check-Out,2017-02-07,2017-02-06,1
0,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,7,A,A,0,No Deposit,0,Transient,35.0,0,0,Check-Out,2017-03-29,2017-03-27,1
0,6,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,8,A,A,0,No Deposit,0,Transient-Party,75.0,0,0,Check-Out,2017-06-02,2017-05-29,2
0,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,43.0,0,0,Check-Out,2016-03-02,2016-03-07,1
0,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,43.0,0,0,Check-Out,2016-03-02,2016-03-07,1
0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,43.0,0,1,Check-Out,2016-03-02,2016-03-07,1
0,0,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,8.0,0,0,Check-Out,2016-03-02,2016-03-07,1
0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,0,Transient,30.0,0,0,Check-Out,2016-03-02,2016-03-07,1
0,6,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,0,Transient,35.0,0,1,Check-Out,2017-03-16,2017-03-13,1
0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,43.0,0,0,Check-Out,2016-03-02,2016-03-07,1
0,22,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,63.14,1,1,Check-Out,2016-03-02,2016-02-29,7
0,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,40.0,0,0,Check-Out,2016-03-02,2016-03-07,1
0,83,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,62.53,0,1,Check-Out,2016-03-02,2016-03-07,3
0,17,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient,43.0,0,0,Check-Out,2016-03-02,2016-03-07,3
